subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS
8,341270,"[1, 3, 9, 11, 5, 10, 0, 7]",2335,461,97207,106030,0.6982655502392344,0.9766949152542372,0.9500943184150596,0.9538846306092339
9,438270,"[1, 3, 9, 11, 5, 10, 0, 7, 6]",2631,464,99041,107416,0.7867822966507177,0.9830508474576272,0.9680197042409078,0.9663535931483681
10,557370,"[1, 3, 9, 11, 5, 10, 0, 7, 6, 12]",2785,466,99462,108345,0.8328349282296651,0.9872881355932204,0.972134528359055,0.9747112166684659
11,682370,"[1, 3, 9, 11, 5, 10, 0, 7, 6, 12, 4]",3057,467,100423,108811,0.9141746411483254,0.989406779661017,0.9815272741489351,0.9789035229767175
10,563270,"[1, 3, 9, 11, 5, 10, 0, 7, 6, 4]",2903,465,100006,107880,0.868122009569378,0.9851694915254238,0.9774515457468748,0.9705279067256828
9,460370,"[1, 3, 9, 11, 5, 10, 0, 7, 12]",2489,463,97677,106953,0.7443181818181818,0.9809322033898306,0.9546880650552716,0.9621882759365217
10,585370,"[1, 3, 9, 11, 5, 10, 0, 7, 12, 4]",2761,464,98825,107416,0.8256578947368421,0.9830508474576272,0.9659085355722147,0.9663535931483681
9,466270,"[1, 3, 9, 11, 5, 10, 0, 7, 4]",2607,462,98362,106491,0.7796052631578947,0.9788135593220338,0.9613832064351548,0.9580319550901436
8,358370,"[1, 3, 9, 11, 5, 10, 0, 6]",2334,459,96850,105111,0.6979665071770335,0.972457627118644,0.9466050257543029,0.9456169707438195
9,477470,"[1, 3, 9, 11, 5, 10, 0, 6, 12]",2488,461,97271,106030,0.7440191387559809,0.9766949152542372,0.9507198498724502,0.9538846306092339
10,602470,"[1, 3, 9, 11, 5, 10, 0, 6, 12, 4]",2760,463,98546,106953,0.8253588516746412,0.9809322033898306,0.9631816093751527,0.9621882759365217
9,483370,"[1, 3, 9, 11, 5, 10, 0, 6, 4]",2606,461,98129,106030,0.7793062200956937,0.9766949152542372,0.9591058809730924,0.9538846306092339
8,380470,"[1, 3, 9, 11, 5, 10, 0, 12]",2192,458,95411,104653,0.6555023923444976,0.9703389830508474,0.9325403418920372,0.9414966353593148
9,505470,"[1, 3, 9, 11, 5, 10, 0, 12, 4]",2464,460,96909,105570,0.7368421052631579,0.9745762711864406,0.9471816875665849,0.9497463024937925
8,386370,"[1, 3, 9, 11, 5, 10, 0, 4]",2310,458,96446,104653,0.6907894736842105,0.9703389830508474,0.9426563584295251,0.9414966353593148
7,262870,"[1, 3, 9, 11, 5, 10, 2]",1687,439,86636,96141,0.5044856459330144,0.9300847457627118,0.8467741147263789,0.8649195724927129
8,342770,"[1, 3, 9, 11, 5, 10, 2, 7]",1984,446,89747,99235,0.5933014354066986,0.9449152542372882,0.8771808079129729,0.8927543272517903
9,439770,"[1, 3, 9, 11, 5, 10, 2, 7, 6]",2280,455,94187,103285,0.6818181818181818,0.9639830508474576,0.9205770527694428,0.929189607398611
