subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS
6,66050,"[1, 2, 8, 10, 3, 4]",1018,259,30886,33411,0.5271879854997411,0.9283154121863799,0.8494265834272985,0.8615301307341224
7,106050,"[1, 2, 8, 10, 3, 4, 6]",1180,261,31649,33930,0.6110823407560849,0.9354838709677419,0.8704106047688457,0.8749129728475284
8,231050,"[1, 2, 8, 10, 3, 4, 6, 11]",1295,268,32490,35778,0.6706369756602797,0.9605734767025089,0.8935397816341685,0.9225651736675176
7,191050,"[1, 2, 8, 10, 3, 4, 11]",1133,267,31822,35511,0.5867426204039358,0.956989247311828,0.8751684497126042,0.9156803589386555
7,466050,"[1, 2, 8, 10, 3, 4, 9]",1154,268,32706,35778,0.5976178146038322,0.9605734767025089,0.8994802123153929,0.9225651736675176
6,73050,"[1, 2, 8, 10, 3, 6]",1013,255,30296,32385,0.5245986535473848,0.9139784946236559,0.8332004070295096,0.8350738763827648
7,198050,"[1, 2, 8, 10, 3, 6, 11]",1128,262,31142,34191,0.5841532884515795,0.9390681003584229,0.8564670938643052,0.8816430726386633
7,473050,"[1, 2, 8, 10, 3, 6, 9]",1149,267,32224,35511,0.5950284826514759,0.956989247311828,0.8862242512582162,0.9156803589386555
6,158050,"[1, 2, 8, 10, 3, 11]",966,261,30402,33930,0.5002589331952356,0.9354838709677419,0.8361156183823327,0.8749129728475284
6,433050,"[1, 2, 8, 10, 3, 9]",987,266,31635,35245,0.5111341273951321,0.953405017921147,0.8700255768543219,0.908821330032748
5,36050,"[1, 2, 8, 10, 7]",826,260,29761,33670,0.42775763852925947,0.931899641577061,0.8184868402959214,0.8682086588793482
6,52050,"[1, 2, 8, 10, 7, 12]",932,262,30022,34191,0.48265147591921287,0.9390681003584229,0.825664860702401,0.8816430726386633
7,68900,"[1, 2, 8, 10, 7, 12, 0]",1145,267,33333,35511,0.5929570170895909,0.956989247311828,0.9167239624872803,0.9156803589386555
8,98900,"[1, 2, 8, 10, 7, 12, 0, 5]",1308,271,34714,36585,0.677369238736406,0.9713261648745519,0.954704216055664,0.943374332791831
9,131900,"[1, 2, 8, 10, 7, 12, 0, 5, 4]",1475,274,35522,37401,0.7638529259451061,0.982078853046595,0.9769258271224663,0.9644155643227353
10,171900,"[1, 2, 8, 10, 7, 12, 0, 5, 4, 6]",1637,275,35851,37675,0.84774728120145,0.985663082437276,0.9859739831137757,0.9714808798122793
11,296900,"[1, 2, 8, 10, 7, 12, 0, 5, 4, 6, 11]",1752,276,36060,37950,0.9073019161056447,0.989247311827957,0.9917218998377383,0.9785719811247776
10,256900,"[1, 2, 8, 10, 7, 12, 0, 5, 4, 11]",1590,275,35733,37675,0.8234075608493009,0.985663082437276,0.9827287478342179,0.9714808798122793
9,138900,"[1, 2, 8, 10, 7, 12, 0, 5, 6]",1470,272,35069,36856,0.7612635939927499,0.974910394265233,0.9644674238882319,0.9503622908125113
10,263900,"[1, 2, 8, 10, 7, 12, 0, 5, 6, 11]",1585,273,35286,37128,0.8208182288969446,0.978494623655914,0.9704353565633509,0.9573760346561461
9,223900,"[1, 2, 8, 10, 7, 12, 0, 5, 11]",1423,272,34934,36856,0.7369238736406007,0.974910394265233,0.9607546547124667,0.9503622908125113
9,498900,"[1, 2, 8, 10, 7, 12, 0, 5, 9]",1444,277,35837,38226,0.7477990678404971,0.992831541218638,0.9855889551992519,0.9856888682602305
8,101900,"[1, 2, 8, 10, 7, 12, 0, 4]",1312,271,34322,36585,0.6794407042982911,0.9713261648745519,0.9439234344489975,0.943374332791831
9,141900,"[1, 2, 8, 10, 7, 12, 0, 4, 6]",1474,272,34785,36856,0.7633350595546349,0.974910394265233,0.9566568576221776,0.9503622908125113
10,266900,"[1, 2, 8, 10, 7, 12, 0, 4, 6, 11]",1589,274,35174,37401,0.8228896944588296,0.982078853046595,0.9673551332471604,0.9644155643227353
